Ordem,OS,OS UNICA,FINAL,EQUIPE,RESPONSAVEL,CANAL,STATUS,CODIGO/CLIENTE,PRODUTO,QTD,DATA DE ENTREGA,SEMANA NO ANO,MES ENTREGA,ANO ENTREGA,ANO-MES entrega,CATEGORIA CONVERSOR,QUANTIDADE PONDERADA,FAMILIA
4605,13099-1,13099,1,EQ-5,SUELLEN,ATACADO,ENTREGA TOTAL,609,CADERNO CRIATIVO ARGOLADO MELISSA PAUTADO 17X24 CAMINHO DAS ABELHAS,250,14/12/2023,2023-51,12,2023,2023-01,Argolados,375,Melissa
4606,13101-1,13101,1,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,4188,PLANNER PERMANENTE WIRE-O PÁSSAROS SEMANAL NOTAS A5 FLORESTA TROPICAL PRETO,200,16/12/2023,2023-51,12,2023,2023-01,Wire-o sem fita,240,Pássaros
4607,13115-1,13115,1,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,4935,"PLANNER PERMANENTE OFFICE PÓLEN SEMANAL 30X11,5 TROPICÁLIA AZUL",120,16/12/2023,2023-51,12,2023,2023-01,Wire-o Simples,120,Pólen
4608,13103-1,13103,1,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,3501,PLANNER PERMANENTE WIRE-O JÓIA NATURAL SEMANAL NOTAS A5 INSECTA DIA,100,15/12/2023,2023-51,12,2023,2023-01,Wire-o sem fita,120,Jóia Natural
4609,13114-1,13114,1,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,2771,PLANNER PERMANENTE WIRE-O ASTRAL SEMANAL NOTAS A5 ESPAÇO TEMPO BRANCO,50,14/12/2023,2023-51,12,2023,2023-01,Wire-o sem fita,60,Astral
4610,13116-1,13116,1,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,4706,PLANNER PERMANENTE WIRE-O PÓLEN SEMANAL NOTAS A5 TROPICÁLIA AZUL,60,15/12/2023,2023-51,12,2023,2023-01,Wire-o sem fita,72,Pólen
4611,13116-2,13116,2,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,4706,PLANNER PERMANENTE WIRE-O PÓLEN SEMANAL NOTAS A5 TROPICÁLIA AZUL,140,03/01/2024,2024-01,1,2024,2024-01,Wire-o sem fita,168,Pólen
4612,13112-1,13112,1,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,8873,"PLANNER PERMANENTE OFFICE CLÁSSICA SEMANAL 30X11,5 CAFÉ",120,11/12/2023,2023-51,12,2023,2023-01,Wire-o Simples,120,CLÁSSICA
4613,13150-1,13150,1,EQ-1,CAIO,ATACADO,ENTREGA TOTAL,2575,CADERNO KRAFT ORIGINAL SEM PAUTA 21X28 KRAFT,70,13/12/2023,2023-51,12,2023,2023-01,Linha Kraft(Produtos em papelão),42,KRAFT
4614,13139-1,13139,1,EQ-6,MARGO,PERSONALIZADO,ENTREGA TOTAL,P52,CICEROS$9X13$POLICROMIA,50,11/12/2023,2023-51,12,2023,2023-01,Brochura,50,
4615,13151-1,13151,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,4461,PLANNER PERMANENTE REVISTA PLANEJAMENTO PÁSSAROS MENSAL 19X25 FLORESTA TROPICAL PRETO,200,13/12/2023,2023-51,12,2023,2023-01,Revistas(Individuais),120,Pássaros
4616,13095-1,13095,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,2537,CADERNETA KRAFT ORIGINAL SEM PAUTA 9X13 KRAFT,200,13/12/2023,2023-51,12,2023,2023-01,Linha Kraft(Produtos em papelão),120,KRAFT
4617,13155-1,13155,1,EQ-8,ELIANE,PERSONALIZADO,ENTREGA TOTAL,P47,CICEROS$14x21$POLICROMIA,210,15/12/2023,2023-51,12,2023,2023-01,Brochura,210,
4618,13117-1,13117,1,EQ-8,ELIANE,PERSONALIZADO,ENTREGA TOTAL,P162,CADERNO WIRE-O$A6$COURO SINTETICO,50,12/12/2023,2023-51,12,2023,2023-01,Wire-o sem fita,60,
4619,13127-1,13127,1,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,3662,CADERNO ORGANIZADOR DUO JÓIA NATURAL PAUTADO & PONTADO A5 INSECTA NOITE,50,14/12/2023,2023-51,12,2023,2023-01,Caderno organizador,100,Jóia Natural
4620,13127-2,13127,2,EQ-8,ELIANE,SITE,ENTREGA TOTAL,3662,CADERNO ORGANIZADOR DUO JÓIA NATURAL PAUTADO & PONTADO A5 INSECTA NOITE,120,14/12/2023,2023-51,12,2023,2023-01,Caderno organizador,240,Jóia Natural
4621,12975-2,12975,2,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,3763,CADERNO KRAFT PONTADO - 21X28 KRAFT,70,13/12/2023,2023-51,12,2023,2023-01,Linha Kraft(Produtos em papelão),42,KRAFT
4622,13122-1,13122,1,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,4294,CADERNO ORGANIZADOR DUO PÁSSAROS PAUTADO & PONTADO 17X24 FLORESTA TROPICAL PRETO,103,22/12/2023,2023-52,12,2023,2023-01,Caderno organizador,206,Pássaros
4623,13122-2,13122,2,EQ-8,ELIANE,SITE,ENTREGA TOTAL,4294,CADERNO ORGANIZADOR DUO PÁSSAROS PAUTADO & PONTADO 17X24 FLORESTA TROPICAL PRETO,60,22/12/2023,2023-52,12,2023,2023-01,Caderno organizador,120,Pássaros
4624,13133-1,13133,1,EQ-9,MARGO,ATACADO,ENTREGA TOTAL,3106,CADERNETA CICEROS MINERAIS PONTADO 14X21 MARMORE BRANCO,50,11/12/2023,2023-51,12,2023,2023-01,Brochura,50,MINERAIS
4625,12866-2,12866,2,EQ-9,MARGO,ATACADO,ENTREGA TOTAL,1873,CADERNO ESPIRAL MELISSA PAUTADO 17X24 COLMEIA,250,11/12/2023,2023-51,12,2023,2023-01,Wire-o Simples,250,Melissa
4626,13100-1,13100,1,EQ-9,MARGO,ATACADO,ENTREGA TOTAL,6726,CADERNETA CICEROS CLÁSSICA PASTEL PONTADO 14X21 AZUL,200,12/12/2023,2023-51,12,2023,2023-01,Brochura,200,CLÁSSICA
4627,13062-1,13062,1,EQ-9,MARGO,SITE,ENTREGA TOTAL,4744,CADERNETA CICEROS PÓLEN PAUTADO 14X21 TROPICÁLIA PRETO,50,11/12/2023,2023-51,12,2023,2023-01,Brochura,50,Pólen
4628,13145-1,13145,1,EQ-9,MARGO,ATACADO,ENTREGA TOTAL,1865,CADERNETA CICEROS CLASSICA SEM PAUTA 14X21 AZUL MARINHO/AMARELO,100,11/12/2023,2023-51,12,2023,2023-01,Brochura,100,CLÁSSICA
4629,13154-1,13154,1,EQ-FIN,MANU,ATACADO,ENTREGA TOTAL,8590,REFIL CADERNO CRIATIVO ARGOLADO OFFICE 40FLS POLEN 80G PAUTADO A5,2100,06/12/2023,2023-50,12,2023,2023-01,Refil,630,Refil
4630,13069-1,13069,1,EQ-9,MARGO,ATACADO,ENTREGA TOTAL,495,PLANNER PERMANENTE WIRE-O PASTEL SEMANAL A5 ROSA,450,06/12/2023,2023-50,12,2023,2023-01,Wire-o sem fita,540,CLÁSSICA
4631,13070-1,13070,1,EQ-1,CAIO,ATACADO,ENTREGA TOTAL,501,PLANNER PERMANENTE WIRE-O PASTEL SEMANAL A5 AZUL,455,06/12/2023,2023-50,12,2023,2023-01,Wire-o sem fita,546,CLÁSSICA
4632,13067-1,13067,1,EQ-7,BIA,ATACADO,ENTREGA TOTAL,6736,CADERNETA CICEROS CLASSICA PONTADO 14X21 PRETO/PRETO,550,07/12/2023,2023-50,12,2023,2023-01,Brochura,550,CLÁSSICA
4633,13067-1,13067,1,EQ-1,CAIO,ATACADO,ENTREGA TOTAL,6736,CADERNETA CICEROS CLASSICA PONTADO 14X21 PRETO/PRETO,551,07/12/2023,2023-50,12,2023,2023-01,Brochura,551,CLÁSSICA
4634,13067-1,13067,1,EQ-5,SUELLEN,ATACADO,ENTREGA TOTAL,6736,CADERNETA CICEROS CLASSICA PONTADO 14X21 PRETO/PRETO,550,07/12/2023,2023-50,12,2023,2023-01,Brochura,550,CLÁSSICA
4635,13068-1,13068,1,EQ-2,PEDRO,ATACADO,ENTREGA TOTAL,8835,CADERNO CRIATIVO ARGOLADO OFFICE DUO CLÁSSICA PAUTADO & PONTADO A5 CAFÉ,611,07/12/2023,2023-50,12,2023,2023-01,Argolados,917,CLÁSSICA
4636,13068-1,13068,1,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,8835,CADERNO CRIATIVO ARGOLADO OFFICE DUO CLÁSSICA PAUTADO & PONTADO A5 CAFÉ,610,07/12/2023,2023-50,12,2023,2023-01,Argolados,915,CLÁSSICA
4637,13158-1,13158,1,EQ-4,ROSE,PERSONALIZADO,ENTREGA TOTAL,P45,CICEROS$14x21$COURO SINTETICO,150,13/12/2023,2023-51,12,2023,2023-01,Brochura,150,
4638,13051-1,13051,1,EQ-1,CAIO,PERSONALIZADO,ENTREGA TOTAL,3662,CADERNO ORGANIZADOR DUO JÓIA NATURAL PAUTADO & PONTADO A5 INSECTA NOITE,100,16/12/2023,2023-51,12,2023,2023-01,Caderno organizador,200,Jóia Natural
4639,13157-1,13157,1,EQ-4,ROSE,PERSONALIZADO,ENTREGA TOTAL,P45,CICEROS$14x21$COURO SINTETICO,200,13/12/2023,2023-51,12,2023,2023-01,Brochura,200,
4640,13166-1,13166,1,EQ-8,ELIANE,SITE,ENTREGA TOTAL,3518,CADERNO CRIATIVO ARGOLADO OFFICE DUO JÓIA NATURAL PAUTADO & PONTADO A5 INSECTA DIA,71,20/12/2023,2023-52,12,2023,2023-01,Argolados,107,Jóia Natural
4641,13162-2,13162,2,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,3594,CADERNO ORGANIZADOR DUO JÓIA NATURAL PAUTADO & PONTADO 17X24 INSECTA DIA,280,04/01/2024,2024-01,1,2024,2024-01,Caderno organizador,560,Jóia Natural
4642,13160-1,13160,1,EQ-9,MARGO,SITE,ENTREGA TOTAL,3624,BLOCO WIRE-O JÓIA NATURAL PAUTADO 12X20 INSECTA DIA,90,22/12/2023,2023-52,12,2023,2023-01,Wire-o Simples,90,Jóia Natural
4643,13163-1,13163,1,EQ-9,MARGO,SITE,ENTREGA TOTAL,3754,PLANNER PERMANENTE WIRE-O JÓIA NATURAL FINANCEIRO A5 INSECTA DIA,80,20/12/2023,2023-52,12,2023,2023-01,Wire-o com fita,160,Jóia Natural
4644,12925-2,12925,2,EQ-9,MARGO,SITE,ENTREGA TOTAL,3587,CADERNO ESPIRAL JÓIA NATURAL PAUTADO 17X24 INSECTA NOITE,150,22/12/2023,2023-52,12,2023,2023-01,Wire-o Simples,150,Jóia Natural
4645,13159-1,13159,1,EQ-9,MARGO,SITE,ENTREGA TOTAL,3563,CADERNETA CICEROS JÓIA NATURAL PAUTADO 14X21 INSECTA DIA,90,18/12/2023,2023-52,12,2023,2023-01,Brochura,90,Jóia Natural
4646,13161-1,13161,1,EQ-9,MARGO,SITE,ENTREGA TOTAL,3600,CADERNETA CICEROS JÓIA NATURAL SEM PAUTA 14X21 INSECTA TARDE,120,18/12/2023,2023-52,12,2023,2023-01,Brochura,120,Jóia Natural
4647,13168-1,13168,1,EQ-9,MARGO,ATACADO,ENTREGA TOTAL,3716,PLANNER PERMANENTE CICEROS CADERNETA CICEROS JÓIA NATURAL 14X21 INSECTA NOITE,250,15/12/2023,2023-51,12,2023,2023-01,Brochura,250,Jóia Natural
4648,13168-2,13168,2,EQ-9,MARGO,SITE,ENTREGA TOTAL,3716,PLANNER PERMANENTE CICEROS CADERNETA CICEROS JÓIA NATURAL 14X21 INSECTA NOITE,80,15/12/2023,2023-51,12,2023,2023-01,Brochura,80,Jóia Natural
4649,13169-1,13169,1,EQ-8,ELIANE,PERSONALIZADO,ENTREGA TOTAL,P45,CICEROS$14x21$COURO SINTETICO,350,18/12/2023,2023-52,12,2023,2023-01,Brochura,350,
4650,13164-1,13164,1,EQ-8,ELIANE,PERSONALIZADO,ENTREGA TOTAL,P45,CICEROS$14x21$COURO SINTETICO,300,13/12/2023,2023-51,12,2023,2023-01,Brochura,300,
4651,13138-1,13138,1,EQ-9,MARGO,ATACADO,ENTREGA TOTAL,3602,CADERNETA KRAFT ORIGINAL PAUTADO 14X21 KRAFT,150,18/01/2024,2024-03,1,2024,2024-01,Linha Kraft(Produtos em papelão),90,KRAFT
4652,13092-1,13092,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,2568,CADERNO KRAFT ORIGINAL SEM PAUTA 20X20 KRAFT,690,11/01/2024,2024-02,1,2024,2024-01,Linha Kraft(Produtos em papelão),414,KRAFT
4653,13095-1,13095,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,2537,CADERNETA KRAFT ORIGINAL SEM PAUTA 9X13 KRAFT,200,11/01/2024,2024-02,1,2024,2024-01,Linha Kraft(Produtos em papelão),120,KRAFT
4654,13151-2,13151,2,EQ-3,CASSIA,SITE,ENTREGA TOTAL,4461,PLANNER PERMANENTE REVISTA PLANEJAMENTO PÁSSAROS MENSAL 19X25 FLORESTA TROPICAL PRETO,60,13/12/2023,2023-51,12,2023,2023-01,Revistas(Individuais),36,Pássaros
4655,12965-2,12965,2,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,7198,PLANNER PERMANENTE REVISTA PLANEJAMENTO CLASSICA MENSAL 19X25 PRETA,380,20/12/2023,2023-52,12,2023,2023-01,Revistas(Individuais),228,CLÁSSICA
4656,13061-1,13061,1,EQ-9,MARGO,SITE,ENTREGA TOTAL,1118,BLOCO WIRE-O CLASSICA PAUTADO 12X20 CARAMELO,34,15/12/2023,2023-51,12,2023,2023-01,Wire-o Simples,34,CLÁSSICA
4657,13054-1,13054,1,EQ-9,MARGO,SITE,ENTREGA TOTAL,3220,CICEROS FLEX PAUTADO 14X21 PRETO / PRETO,80,19/12/2023,2023-52,12,2023,2023-01,Brochura,80,CLÁSSICA
4658,13053-1,13053,1,EQ-4,ROSE,SITE,ENTREGA TOTAL,2795,CADERNO CRIATIVO ARGOLADO OFFICE DUO ASTRAL PAUTADO & PONTADO A5 CARTAS DO ZODÍACO AZUL,50,19/12/2023,2023-52,12,2023,2023-01,Argolados,75,Astral
4659,13052-1,13052,1,EQ-4,ROSE,SITE,ENTREGA TOTAL,2313,CADERNO CRIATIVO ARGOLADO OFFICE DUO PASTEL BLOCK PAUTADO & PONTADO A5 SPORT,30,19/12/2023,2023-52,12,2023,2023-01,Argolados,45,Pastel Block Sport
4660,13050-1,13050,1,EQ-4,ROSE,SITE,ENTREGA TOTAL,3358,CADERNO CRIATIVO ARGOLADO OFFICE DUO CLÁSSICA PAUTADO & PONTADO A5 VERDE OLIVA,30,19/12/2023,2023-52,12,2023,2023-01,Argolados,45,CLÁSSICA
4661,13050-1,13050,1,EQ-4,ROSE,SITE,ENTREGA TOTAL,3358,CADERNO CRIATIVO ARGOLADO OFFICE DUO CLÁSSICA PAUTADO & PONTADO A5 VERDE OLIVA,70,20/12/2023,2023-52,12,2023,2023-01,Argolados,105,CLÁSSICA
4662,12941-3,12941,3,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,4508,CALENDÁRIO DE MESA 13X15 CICEROS 2024 PASTEL BLOCK SPORT,50,18/12/2023,2023-52,12,2023,2023-01,Calendário,38,Pastel Block Sport
4663,12885-2,12885,2,EQ-7,BIA,ATACADO,ENTREGA TOTAL,4614,"AGENDA PLANNER WIRE-O 2024 PASTEL BLOCK SPORT SEMANAL JOURNAL 11,5X16 DOIS MIL E VINTE QUATRO",190,18/12/2023,2023-52,12,2023,2023-01,Wire-o com fita,380,Pastel Block Sport
4664,12882-2,12882,2,EQ-7,BIA,ATACADO,ENTREGA TOTAL,3266,"AGENDA PLANNER WIRE-O 2024 CLÁSSICA SEMANAL JOURNAL 11,5X16 PRETA",60,08/01/2024,2024-02,1,2024,2024-01,Wire-o com fita,120,CLÁSSICA
4665,13148-1,13148,1,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,8866,PLANNER PERMANENTE WIRE-O CLÁSSICA SEMANAL NOTAS A5 CAFÉ,50,14/12/2023,2023-51,12,2023,2023-01,Wire-o sem fita,60,CLÁSSICA
4666,12070-2,12070,2,EQ-9,MARGO,ATACADO,ENTREGA TOTAL,9023,CADERNO CRIATIVO ARGOLADO OFFICE DUO PASTEL BLOCK PAUTADO & PONTADO A5,336,19/12/2023,2023-52,12,2023,2023-01,Argolados,504,Pastel Block Sport
4667,13152-1,13152,1,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,3533,PLANNER PERMANENTE WIRE-O MINERAIS SEMANAL A5 MARMORE BRANCO,50,19/12/2023,2023-52,12,2023,2023-01,Wire-o sem fita,60,MINERAIS
4668,13152-1,13152,1,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,3533,PLANNER PERMANENTE WIRE-O MINERAIS SEMANAL A5 MARMORE BRANCO,74,11/01/2024,2024-02,1,2024,2024-01,Wire-o sem fita,89,MINERAIS
4669,13135-1,13135,1,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,3976,PLANNER PERMANENTE WIRE-O MELISSA SEMANAL NOTAS A5 FAVO DE ABELHAS,156,18/12/2023,2023-52,12,2023,2023-01,Wire-o sem fita,187,Melissa
4670,13135-1,13135,1,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,3976,PLANNER PERMANENTE WIRE-O MELISSA SEMANAL NOTAS A5 FAVO DE ABELHAS,44,18/12/2023,2023-52,12,2023,2023-01,Wire-o sem fita,53,Melissa
4671,13144-1,13144,1,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,4607,"PLANNER PERMANENTE OFFICE PASTEL BLOCK SPORT SEMANAL 30X11,5 LISTRAS",111,14/12/2023,2023-51,12,2023,2023-01,Wire-o Simples,111,Pastel Block Sport
4672,13123-1,13123,1,EQ-8,ELIANE,ATACADO,ENTREGA TOTAL,3747,"PLANNER PERMANENTE OFFICE JÓIA NATURAL SEMANAL 30X11,5 INSECTA NOITE",120,13/12/2023,2023-51,12,2023,2023-01,Wire-o Simples,120,Jóia Natural
4673,13111-1,13111,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,257,CADERNETA REVISTA BÁSICA SEM PAUTA KIT 3 UNIDADES 14x21 KFT,202,18/12/2023,2023-52,12,2023,2023-01,Kit de revistas,303,KRAFT
4674,13104-1,13104,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,3725,CADERNETA REVISTA NOTAS MIX MIOLOS DIFERENTES KIT 4 UNIDADES 14X21 KRAFT,252,18/12/2023,2023-52,12,2023,2023-01,Kit de revistas,378,NOTAS MIX
4675,13134-1,13134,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,3732,CADERNETA REVISTA NOTAS MIX MIOLOS DIFERENTES KIT 4 UNIDADES 14X21 PRETO,154,20/12/2023,2023-52,12,2023,2023-01,Kit de revistas,231,NOTAS MIX
4676,13143-1,13143,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,4348,CADERNETA MEU PEQUENO CICEROS PÁSSAROS PONTADO 14X21 ESPÉCIES ROSA,51,13/12/2023,2023-51,12,2023,2023-01,Revistas(Individuais),31,Pássaros
4677,13113-1,13113,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,3631,CADERNETA MEU PEQUENO CICEROS JÓIA NATURAL SEM PAUTA 14X21 INSECTA DIA,84,13/12/2023,2023-51,12,2023,2023-01,Revistas(Individuais),50,Jóia Natural
4678,13136-1,13136,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,7204,PLANNER PERMANENTE REVISTA PLANEJAMENTO CLASSICA MENSAL 19X25 VERMELHA,221,22/12/2023,2023-52,12,2023,2023-01,Revistas(Individuais),133,CLÁSSICA
4679,13141-1,13141,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,3648,CADERNETA MEU PEQUENO CICEROS JÓIA NATURAL PAUTADO 14X21 INSECTA NOITE,80,13/12/2023,2023-51,12,2023,2023-01,Revistas(Individuais),48,Jóia Natural
4680,13060-1,13060,1,EQ-FIN,MANU,SITE,ENTREGA TOTAL,5376,#N/A,59,07/12/2023,2023-50,12,2023,2023-01,outros,59,OUTRO
4681,13060-2,13060,2,EQ-FIN,MANU,LOJA,ENTREGA TOTAL,5376,#N/A,40,07/12/2023,2023-50,12,2023,2023-01,outros,40,OUTRO
4682,13171-1,13171,1,EQ-6,MARGO,SITE,ENTREGA TOTAL,3549,CALENDARIO DE PAREDE A3 CICEROS 2024 JÓIA NATURAL,99,27/12/2023,2023-53,12,2023,2023-01,Calendário,74,Jóia Natural
4683,13170-1,13170,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,3556,CALENDARIO DE MESA 20X15 CICEROS 2024 JÓIA NATURAL,100,04/01/2024,2024-01,1,2024,2024-01,Calendário com capa,150,Jóia Natural
4684,13165-1,13165,1,EQ-3,CASSIA,ATACADO,ENTREGA TOTAL,3631,CADERNETA MEU PEQUENO CICEROS JÓIA NATURAL SEM PAUTA 14X21 INSECTA DIA,300,20/12/2023,2023-52,12,2023,2023-01,Revistas(Individuais),180,Jóia Natural
4685,13165-2,13165,2,EQ-3,CASSIA,SITE,ENTREGA TOTAL,3631,CADERNETA MEU PEQUENO CICEROS JÓIA NATURAL SEM PAUTA 14X21 INSECTA DIA,52,20/12/2023,2023-52,12,2023,2023-01,Revistas(Individuais),31,Jóia Natural
4686,13174-1,13174,1,EQ-2,PEDRO,SITE,ENTREGA TOTAL,4010,AGENDA PLANNER CICEROS 2024 MELISSA SEMANAL ANOTAÇÕES 14X21 FAVO DE ABELHAS,200,20/12/2023,2023-52,12,2023,2023-01,Brochura,200,Melissa
4687,13172-1,13172,1,EQ-5,SUELLEN,SITE,ENTREGA TOTAL,5161,AGENDA PLANNER CICEROS 2024 CLÁSSICA SEMANAL ANOTAÇÕES 14X21 VERDE OLIVA,301,15/12/2023,2023-51,12,2023,2023-01,Brochura,301,CLÁSSICA
4688,13181-1,13181,1,EQ-5,SUELLEN,SITE,ENTREGA TOTAL,5628,#N/A,30,18/12/2023,2023-52,12,2023,2023-01,outros,30,OUTRO
4689,13180-1,13180,1,EQ-3,CASSIA,SITE,ENTREGA TOTAL,5611,#N/A,31,15/12/2023,2023-51,12,2023,2023-01,outros,31,OUTRO
4690,13196-1,13196,1,EQ-4,ROSE,PERSONALIZADO,ENTREGA TOTAL,P47,CICEROS$14x21$POLICROMIA,50,21/12/2023,2023-52,12,2023,2023-01,Brochura,50,
4691,13195-1,13195,1,EQ-4,ROSE,PERSONALIZADO,ENTREGA TOTAL,P45,CICEROS$14x21$COURO SINTETICO,50,20/12/2023,2023-52,12,2023,2023-01,Brochura,50,
4692,13044-2,13044,2,EQ-5,SUELLEN,PERSONALIZADO,ENTREGA TOTAL,P47,CICEROS$14x21$POLICROMIA,10,12/12/2023,2023-51,12,2023,2023-01,Brochura,10,
4693,13044-3,13044,3,EQ-5,SUELLEN,PERSONALIZADO,ENTREGA TOTAL,P47,CICEROS$14x21$POLICROMIA,38,16/02/2024,2024-07,2,2024,2024-02,Brochura,38,
4694,13182-1,13182,1,EQ-2,PEDRO,PERSONALIZADO,ENTREGA TOTAL,P93,PLANNER DATADA CICEROS$14X21$COURO SINTETICO,100,19/12/2023,2023-52,12,2023,2023-01,Brochura,100,
4695,13175-1,13175,1,EQ-2,PEDRO,PERSONALIZADO,ENTREGA TOTAL,P45,CICEROS$14x21$COURO SINTETICO,50,18/12/2023,2023-52,12,2023,2023-01,Brochura,50,
4696,13190-1,13190,1,EQ-6,MARGO,ATACADO,ENTREGA TOTAL,2537,CADERNETA KRAFT ORIGINAL SEM PAUTA 9X13 KRAFT,350,04/01/2024,2024-01,1,2024,2024-01,Linha Kraft(Produtos em papelão),210,KRAFT
4697,13186-1,13186,1,EQ-5,SUELLEN,ATACADO,ENTREGA TOTAL,4294,CADERNO ORGANIZADOR DUO PÁSSAROS PAUTADO & PONTADO 17X24 FLORESTA TROPICAL PRETO,250,28/12/2023,2023-53,12,2023,2023-01,Caderno organizador,500,Pássaros
4698,13187-1,13187,1,EQ-5,SUELLEN,ATACADO,ENTREGA TOTAL,3662,CADERNO ORGANIZADOR DUO JÓIA NATURAL PAUTADO & PONTADO A5 INSECTA NOITE,300,22/12/2023,2023-52,12,2023,2023-01,Caderno organizador,600,Jóia Natural
4699,13185-1,13185,1,EQ-5,SUELLEN,ATACADO,ENTREGA TOTAL,4379,CADERNO ORGANIZADOR DUO PÁSSAROS PAUTADO & PONTADO A5 FLORESTA TROPICAL BRANCO,197,21/12/2023,2023-52,12,2023,2023-01,Caderno organizador,394,Pássaros
4700,13185-2,13185,2,EQ-5,SUELLEN,SITE,ENTREGA TOTAL,4379,CADERNO ORGANIZADOR DUO PÁSSAROS PAUTADO & PONTADO A5 FLORESTA TROPICAL BRANCO,80,21/12/2023,2023-52,12,2023,2023-01,Caderno organizador,160,Pássaros
4701,13189-1,13189,1,EQ-EXTRA,REGIANE,ATACADO,ENTREGA TOTAL,4171,CADERNO CRIATIVO ARGOLADO PÁSSAROS PAUTADO 17X24 FLORESTA TROPICAL BRANCO,201,24/01/2024,2024-04,1,2024,2024-01,Argolados,302,Pássaros
4702,13184-1,13184,1,EQ-7,BIA,ATACADO,ENTREGA TOTAL,3495,CADERNO CRIATIVO ARGOLADO JÓIA NATURAL PAUTADO 17X24 INSECTA NOITE,320,29/12/2023,2023-53,12,2023,2023-01,Argolados,480,Jóia Natural
4703,13166-2,13166,2,EQ-7,BIA,ATACADO,ENTREGA TOTAL,3518,CADERNO CRIATIVO ARGOLADO OFFICE DUO JÓIA NATURAL PAUTADO & PONTADO A5 INSECTA DIA,200,28/12/2023,2023-53,12,2023,2023-01,Argolados,300,Jóia Natural
4704,13152-2,13152,2,EQ-7,BIA,ATACADO,ENTREGA TOTAL,3533,PLANNER PERMANENTE WIRE-O MINERAIS SEMANAL A5 MARMORE BRANCO,200,22/12/2023,2023-52,12,2023,2023-01,Wire-o sem fita,240,MINERAIS
4705,13183-1,13183,1,EQ-7,BIA,ATACADO,ENTREGA TOTAL,3976,PLANNER PERMANENTE WIRE-O MELISSA SEMANAL NOTAS A5 FAVO DE ABELHAS,300,22/12/2023,2023-52,12,2023,2023-01,Wire-o sem fita,360,Melissa
4706,13204-1,13204,1,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,2399,PLANNER PERMANENTE WIRE-O CLÁSSICA FINANCEIRO A5 PRETO,90,28/12/2023,2023-53,12,2023,2023-01,Wire-o com fita,180,CLÁSSICA
4707,13203-2,13203,2,EQ-4,ROSE,SITE,ENTREGA TOTAL,3990,CADERNO ESPIRAL MELISSA PAUTADO 17X24 ONÇA,50,27/12/2023,2023-53,12,2023,2023-01,Wire-o Simples,50,Melissa
4708,13203-1,13203,1,EQ-4,ROSE,ATACADO,ENTREGA TOTAL,3990,CADERNO ESPIRAL MELISSA PAUTADO 17X24 ONÇA,200,27/12/2023,2023-53,12,2023,2023-01,Wire-o Simples,200,Melissa
4709,13202-1,13202,1,EQ-2,PEDRO,ATACADO,ENTREGA TOTAL,3372,BLOCO WIRE-O CLÁSSICA PAUTADO 12X20 VERDE OLIVA,150,29/12/2023,2023-53,12,2023,2023-01,Wire-o Simples,150,CLÁSSICA
4710,13202-2,13202,2,EQ-2,PEDRO,SITE,ENTREGA TOTAL,3372,BLOCO WIRE-O CLÁSSICA PAUTADO 12X20 VERDE OLIVA,80,09/01/2024,2024-02,1,2024,2024-01,Wire-o Simples,80,CLÁSSICA
4711,13200-1,13200,1,EQ-2,PEDRO,ATACADO,ENTREGA TOTAL,4447,CADERNETA CICEROS PÁSSAROS MIOLO TRI 14X21 ESPÉCIES ROSA,150,29/12/2023,2023-53,12,2023,2023-01,Brochura,150,Pássaros
